canonical_smiles,selfies,logBB
CC1CCCCC1C,[C][C][C][C][C][C][C][Ring1][=Branch1][C],1.07
CCc1ccc(C(=O)C(C)CN2CCCC2)cc1,[C][C][C][=C][C][=C][Branch1][P][C][=Branch1][C][=O][C][Branch1][C][C][C][N][C][C][C][C][Ring1][Branch1][C][=C][Ring1][S],1.08
CNC(C)CC1CCCCC1,[C][N][C][Branch1][C][C][C][C][C][C][C][C][C][Ring1][=Branch1],1.08
CN[C@H](C)CC1CCCCC1,[C][N][C@H1][Branch1][C][C][C][C][C][C][C][C][C][Ring1][=Branch1],1.08
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][=Branch2][C][C][N][C][C][C][Branch2][Ring1][O][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][S],1.1
CC12NC(Cc3ccccc31)c1ccccc12,[C][C][N][C][Branch1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][S],1.11
N#Cc1ccc(OCC2CCN(C/C=C/I)CC2)cc1,[N][#C][C][=C][C][=C][Branch1][P][O][C][C][C][C][N][Branch1][Branch1][C][/C][=C][/I][C][C][Ring1][#Branch2][C][=C][Ring2][Ring1][C],1.13
N#Cc1ccc(OCC2CCN(CC=CI)CC2)cc1,[N][#C][C][=C][C][=C][Branch1][P][O][C][C][C][C][N][Branch1][Branch1][C][C][=C][I][C][C][Ring1][#Branch2][C][=C][Ring2][Ring1][C],1.13
O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2,[O][=C][Branch2][Ring1][=Branch1][C][C][C][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][C][C][C][Ring1][Branch2],1.14
COCCc1ccc(OCC(O)CNC(C)C)cc1,[C][O][C][C][C][=C][C][=C][Branch1][=C][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][C][C][=C][Ring1][#C],1.15
CCc1cccc(N=C(C)Nc2cccc(CC)c2)c1,[C][C][C][=C][C][=C][C][Branch2][Ring1][Ring1][N][=C][Branch1][C][C][N][C][=C][C][=C][C][Branch1][Ring1][C][C][=C][Ring1][Branch2][=C][Ring2][Ring1][C],1.2
COc1cc2sc(-c3ccccc3)nc2cc1CNC1CCCNC1c1ccccc1,[C][O][C][=C][C][S][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=Ring1][O][C][=C][Ring1][#C][C][N][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],1.26
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,[O][=C][Branch2][Ring1][N][C][C][C][N][C][C][C][Branch1][C][O][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][Ring1][=C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],1.3
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,[C][C][Branch2][Ring1][=Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C][N][Branch1][C][C][C],1.3
CNCCCC12CCC(c3ccccc31)c1ccccc12,[C][N][C][C][C][C][C][C][C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][S],1.3
CNCCCN1c2ccccc2Sc2cccc(Cl)c21,[C][N][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Ring1][#C],1.37
CC(C)CN1CCN(c2ccc(I)cc2)CC1,[C][C][Branch1][C][C][C][N][C][C][N][Branch1][N][C][=C][C][=C][Branch1][C][I][C][=C][Ring1][#Branch1][C][C][Ring1][=N],1.38
CCC(C)N1CCN(c2ccc(I)cc2)CC1,[C][C][C][Branch1][C][C][N][C][C][N][Branch1][N][C][=C][C][=C][Branch1][C][I][C][=C][Ring1][#Branch1][C][C][Ring1][=N],1.38
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,[O][=C][Branch2][Ring1][N][C][C][C][N][C][C][C][Branch1][C][O][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][C][C][Ring1][=C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],1.38
O=C(CCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,[O][=C][Branch2][Ring1][O][C][C][N][C][C][C][Branch1][C][O][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][C][C][Ring1][=C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],1.38
C[NH+]1CC[NH+](CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[C][NH1+1][C][C][NH1+1][Branch2][Ring2][Ring1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][Ring2][Ring1][C][C][C][Ring2][Ring1][O],1.4
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,[C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],1.4
CC1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[C][C][C][C][N][Branch2][Ring2][Ring1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][Ring2][Ring1][C][C][C][Ring2][Ring1][O],1.44
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,[C][N][Branch1][C][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][Ring2][Ring1][C],1.44
CN1CCN(CCCN2c3ccccc3Sc3cccc(C(F)(F)F)c32)CC1,[C][N][C][C][N][Branch2][Ring2][Ring1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][Ring2][Ring1][C][C][C][Ring2][Ring1][O],1.44
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[O][C][C][N][C][C][N][Branch2][Ring2][Ring1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][Ring2][Ring1][C][C][C][Ring2][Ring1][O],1.5
CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,[C][N][C][C][C][C][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][C],1.6
FC(F)(F)c1ccc(N2CCNCC2)nc1Cl,[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][=C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][N][=C][Ring1][N][Cl],1.64
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,[C][O][C][=C][C][Branch2][Branch1][#Branch2][C@@H1][C][=C][C][=C][Branch2][Ring2][N][C][=C][Ring1][=Branch1][C@@H1][Branch2][Ring1][#Branch1][O][C@@H1][O][C@@H1][C][O][C@@H1][Branch1][C][C][O][C@H1][Ring1][#Branch1][C@H1][Branch1][C][O][C@H1][Ring1][N][O][C@H1][C][O][C][=Branch1][C][=O][C@H1][Ring2][Ring1][N][Ring1][=Branch1][O][C][O][Ring2][Ring1][N][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring2][#Branch1][O],-1.5
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,[C][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring2][#C][C][=C][C][=C][Branch2][Ring2][Ring1][O][C][C@H1][C][O][C@][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][Branch1][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][O][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][O][C][C][Ring2][Ring1][P],-0.28
CC(C)(C)/[N+]([O-])=C/c1ccccc1,[C][C][Branch1][C][C][Branch1][C][C][/N+1][Branch1][C][O-1][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1],0.0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[O][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][O],-1.6
CN=C(NC#N)Nc1cccc(-c2csc(N=C(N)N)n2)c1,[C][N][=C][Branch1][Ring2][N][C][#N][N][C][=C][C][=C][C][Branch1][S][C][=C][S][C][Branch1][#Branch1][N][=C][Branch1][C][N][N][=N][Ring1][=Branch2][=C][Ring1][#C],-1.54
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,[C][C][C][=C][C][=C][C][C][=C][Branch1][#Branch1][NH1][C][Ring1][=Branch2][=Ring1][Branch1][C][Branch1][Ring1][C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][O][C][C][Ring1][=C],-1.42
CN=C(NC#N)NCCSCc1nc[nH]c1C,[C][N][=C][Branch1][Ring2][N][C][#N][N][C][C][S][C][C][N][=C][NH1][C][=Ring1][Branch1][C],-1.4
O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,[O][=C][NH1][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C][C][C][C][Branch1][Ring1][C][O][O][Ring1][#Branch1],-1.3
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][C][O][=C][Ring1][=Branch2],-1.3
NCCc1nc(-c2ccccc2)cs1,[N][C][C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][S][Ring1][O],-1.3
OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,[O][C][C][=N][N][=C][N][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Ring2][Ring1][C],-1.3
Nc1ccn(C2CCC(CO)O2)c(=O)n1,[N][C][C][=C][N][Branch1][N][C][C][C][C][Branch1][Ring1][C][O][O][Ring1][#Branch1][C][=Branch1][C][=O][N][=Ring1][=C],-1.2
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,[N][C][C][=C][N][Branch1][N][C@H1][C][C][C@@H1][Branch1][Ring1][C][O][O][Ring1][#Branch1][C][=Branch1][C][=O][N][=Ring1][=C],-1.2
CN(C)Cc1ccc(CSCCNc2[nH]ccc2[N+](=O)[O-])o1,[C][N][Branch1][C][C][C][C][=C][C][=C][Branch2][Ring1][C][C][S][C][C][N][C][NH1][C][=C][C][=Ring1][Branch1][N+1][=Branch1][C][=O][O-1][O][Ring2][Ring1][C],-1.12
O=C(O)c1ccccc1O,[O][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],-1.1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,[C][C][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][C][=C][Ring1][=N][Ring2][Ring1][Branch1],-1.1
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][N][Ring1][#Branch2][C][C][Branch1][C][O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2],-1.03
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,[C][C][Branch1][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Branch2][Ring2][#Branch2][C][Branch1][C][O][C][C][C][N][C][C][C][Branch2][Ring1][#Branch1][C][Branch1][C][O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][#C],-1.0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][C][C@@H1][C][C][C][C][C@@H1][Ring1][=Branch1][C][N][Ring1][#Branch2][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2],-0.95
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,[C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=C][Ring1][#Branch2],-0.9
Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,[C][C][=C][N][Branch1][#C][C@H1][C][C@H1][Branch1][C][F][C@@H1][Branch1][Ring1][C][O][O][Ring1][Branch2][C][=Branch1][C][=O][NH1][C][Ring1][#C][=O],-0.85
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,[O][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][C][N][C][C][C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][NH1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Ring1][O][C][C][Ring1][P],-0.8
Nc1nc(=O)c2ncn(COCCO)c2[nH]1,[N][C][=N][C][=Branch1][C][=O][C][N][=C][N][Branch1][=Branch1][C][O][C][C][O][C][=Ring1][#Branch2][NH1][Ring1][#C],-0.8
Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,[C][C][=C][N][Branch1][P][C][C][C][Branch1][Ring2][N][=N+1][=N-1][C][Branch1][Ring1][C][O][O][Ring1][#Branch2][C][=Branch1][C][=O][NH1][C][Ring1][P][=O],-0.72
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,[C][C][=C][N][Branch1][P][C@H1][C][C@H1][Branch1][Ring2][N][=N+1][=N-1][C@@H1][Branch1][Ring1][C][O][O][Ring1][#Branch2][C][=Branch1][C][=O][NH1][C][Ring1][P][=O],-0.7
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,[C][O][C][=C][C][=C][Branch2][Ring2][=Branch1][C][C][N][Branch1][C][C][C][C][C][C][Branch1][Ring1][C][#N][Branch1][P][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2][C][Branch1][C][C][C][C][=C][Ring2][Ring1][=N][O][C],-0.7
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,[C][C][N][=C][N][Branch2][Ring2][Ring2][C][=Branch1][C][=O][C][=Ring1][#Branch1][C][C][N][C][C][C][Branch1][P][C][=N][O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch2][Ring1][#Branch1][C][C][Ring1][S][C][C][C][C][Ring2][Ring1][O][O],-0.7
CC(=O)Oc1ccccc1C(=O)[O-],[C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],-0.5
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,[C][C][=C][C][=C][Branch2][Ring1][O][C][N][=C][C][=C][C][Branch1][C][C][=C][N][Ring1][#Branch1][C][=Ring1][#Branch2][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][Ring2][Ring1][=Branch1],-0.48
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,[C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][=C][C][=C][NH1][C][=C][Branch1][N][C][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][Ring1][N][=C][Ring1][S],-0.46
CCCN(CCC)CCc1ccc(O)c2c1CC(=O)N2,[C][C][C][N][Branch1][Ring2][C][C][C][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][C][=Branch1][C][=O][N][Ring1][=Branch1],-0.43
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,[C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][NH1][C][=C][Branch1][Branch2][C][C][N][Branch1][C][C][C][C][Ring1][#Branch2][=C][Ring1][=C],-0.4
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][N][Ring1][#Branch1],-0.4
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,[C][N][C][C][C][C][C][Ring1][=Branch1][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch1][S][Branch1][C][C][=O][C][=C][Ring1][=Branch2][Ring1][P],-0.4
CC(C)(C)/[N+]([O-])=C\c1cc[n+]([O-])cc1,[C][C][Branch1][C][C][Branch1][C][C][/N+1][Branch1][C][O-1][=C][\C][=C][C][=N+1][Branch1][C][O-1][C][=C][Ring1][#Branch1],-0.38
CC(=O)Nc1ccc(O)cc1,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],-0.3
CNCCc1ccccn1,[C][N][C][C][C][=C][C][=C][C][=N][Ring1][=Branch1],-0.3
Cn1c(=O)c2[nH]cnc2n(C)c1=O,[C][N][C][=Branch1][C][=O][C][NH1][C][=N][C][=Ring1][Branch1][N][Branch1][C][C][C][Ring1][O][=O],-0.3
ClCCl,[Cl][C][Cl],-0.3
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,[C][N][C][C][C@][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C@H1][Ring1][#Branch2][C@@H1][Branch1][C][O][C][=C][C@H1][Ring1][#C][C@H1][Ring2][Ring1][Ring1][C][Ring1][#C],-0.3
CCC1(C)CC(=O)NC1=O,[C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O],-0.3
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2O,[C][C][=N][C][=C][N][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][=N][C][Ring2][Ring1][Ring1][O],-0.3
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,[C][C][O][C][=Branch1][C][=O][N][C][C][C][=Branch2][Ring1][=Branch2][=C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][C][=C][C][=C][N][=C][Ring1][=Branch1][Ring1][S][C][C][Ring2][Ring1][=Branch1],-0.3
CC1NC(=O)C2(CCCC2)NC1=O,[C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][N][C][Ring1][O][=O],-0.26
CCCC(CCC)C(=O)O,[C][C][C][C][Branch1][Ring2][C][C][C][C][=Branch1][C][=O][O],-0.2
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,[C][N][C][C][C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C][Ring1][#Branch2][C][Branch1][C][O][C][=C][C][Ring1][#C][C][Ring2][Ring1][Ring1][C][Ring1][#C],-0.2
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,[C][=C][C][C][N][C][C][C][Ring1][=Branch1][C][C][Ring1][=Branch1][C][Branch1][C][O][C][=C][C][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][N][Ring1][Branch2],-0.2
CCC1(C)C(=O)NC(=O)NC1=O,[C][C][C][Branch1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][=Branch2][=O],-0.2
Cn1ncnc1COc1nn2c(-c3cc(F)ccc3F)nnc2cc1C(C)(C)C,[C][N][N][=C][N][=C][Ring1][Branch1][C][O][C][=N][N][C][Branch1][=N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][F][=N][N][=C][Ring1][=N][C][=C][Ring1][P][C][Branch1][C][C][Branch1][C][C][C],-0.2
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,[O][=C][N][Branch2][Ring1][=Branch2][C][C][C][N][C][C][N][Branch1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][C][Ring1][=N][N][=C][C][=C][C][=C][N][Ring2][Ring1][=Branch2][Ring1][=Branch1],-0.2
CCO,[C][C][O],-0.2
NCC1(CC(=O)O)CCCCC1,[N][C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][C][C][C][C][Ring1][#Branch2],-0.19
CC(C)CO,[C][C][Branch1][C][C][C][O],-0.17
CCCO,[C][C][C][O],-0.16
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,[C][C@@H1][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring1][#Branch1][Branch1][C][C][C@@][Ring1][N][Branch1][C][F][C@@H1][Branch1][C][O][C][C@][Ring2][Ring1][C][Branch1][C][C][C@@][Ring2][Ring1][=Branch1][Branch1][C][O][C][=Branch1][C][=O][C][O],-0.15
CCCC(C)(COC(N)=O)COC(N)=O,[C][C][C][C][Branch1][C][C][Branch1][Branch2][C][O][C][Branch1][C][N][=O][C][O][C][Branch1][C][N][=O],-0.15
CC(C)=O,[C][C][Branch1][C][C][=O],-0.15
c1ccc(-c2nnc(N3CCN(c4ncccn4)CC3)cc2-c2ccncc2)cc1,[C][=C][C][=C][Branch2][Ring2][#Branch1][C][=N][N][=C][Branch2][Ring1][Ring1][N][C][C][N][Branch1][=Branch2][C][=N][C][=C][C][=N][Ring1][=Branch1][C][C][Ring1][N][C][=C][Ring2][Ring1][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][=C],-0.15
NC(N)=O,[N][C][Branch1][C][N][=O],-0.14
Cl/C=C\Cl,[Cl][/C][=C][\Cl],-0.13
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,[C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][=C][=O],-0.12
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,[O][=C][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][C],-0.1
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,[C][C][C][C][Branch1][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=S][N][C][Ring1][#Branch2][=O],-0.1
Cc1cc(=O)n(-c2ccccc2)n1C,[C][C][=C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][N][C],-0.1
CC(C)O,[C][C][Branch1][C][C][O],-0.1
CCC(C)=O,[C][C][C][Branch1][C][C][=O],-0.1
CC(C)NCC(O)COc1cccc2[nH]ccc12,[C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][NH1][C][=C][C][Ring1][=Branch2][=Ring1][Branch1],-0.1
NC(=O)N1c2ccccc2C=Cc2ccccc21,[N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C],-0.1
Cn1c(=O)c2c(ncn2C)n(C)c1=O,[C][N][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][N][=C][N][Ring1][Branch1][C][N][Branch1][C][C][C][Ring1][N][=O],-0.1
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,[C][C][Branch1][C][C][O][C@@H1][C@@H1][Branch2][Ring1][=C][C][O][C@@][Branch1][O][C][O][S][Branch1][C][N][=Branch1][C][=O][=O][O][C][Branch1][C][C][Branch1][C][C][O][C@@H1][Ring1][P][Ring1][=N][O][Ring2][Ring1][Branch1],-0.07
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,[C][C][C@H1][Branch1][C][C][C][=Branch1][C][=O][O][C@H1][C][C@@H1][Branch1][C][C][C][=C][C][=C][C@H1][Branch1][C][C][C@H1][Branch1][P][C][C][C@@H1][C][C@@H1][Branch1][C][O][C][C][=Branch1][C][=O][O][Ring1][Branch2][C@H1][Ring1][P][Ring2][Ring1][=Branch1],-0.07
CC[C@@H](C(N)=O)N1CCCC1=O,[C][C][C@@H1][Branch1][=Branch1][C][Branch1][C][N][=O][N][C][C][C][C][Ring1][Branch1][=O],-0.04
